fund_id,fund_name,one_month,three_month,six_month,one_year,three_year,from_start
001175,山证日日添利货币A,0.30%,0.89%,1.64%,2.92%,--,6.48%
001176,山证日日添利货币B,0.33%,0.95%,1.76%,3.18%,--,6.90%
001178,前海开源再融资股票,-0.02%,7.29%,7.75%,16.49%,--,26.28%
001177,山证日日添利货币C,0.18%,0.50%,0.88%,1.39%,--,2.89%
001179,德邦大健康灵活配置混合,0.49%,9.04%,15.95%,19.62%,--,-0.02%
001181,南方改革机遇,-0.54%,2.99%,-3.73%,-4.33%,--,-7.10%
001180,广发医药卫生联接A,1.74%,1.22%,-2.20%,-3.03%,--,-20.30%
001182,易方达安心回馈混合,-0.32%,6.04%,9.16%,11.54%,--,22.80%
001183,南方利淘A,-0.18%,2.02%,3.06%,4.82%,--,11.00%
001184,易方达新常态灵活配置混合,2.85%,3.70%,-1.75%,-13.97%,--,-49.50%
001185,安信动态策略混合A,1.03%,6.60%,9.82%,12.89%,--,20.68%
001186,富国文体健康股票,3.89%,9.06%,6.74%,7.01%,--,-14.50%
001188,鹏华改革红利股票,-0.24%,5.27%,0.37%,1.11%,--,-18.10%
001189,广发聚宝混合,-0.27%,3.58%,4.67%,6.08%,--,9.90%
001190,鹏华弘润混合A,0.19%,2.36%,2.65%,2.65%,--,9.96%
001191,鹏华弘润混合C,0.18%,2.29%,2.49%,2.27%,--,8.58%
001192,上投摩根整合驱动混合,2.51%,7.42%,9.97%,-1.42%,--,-30.50%
001193,中金消费升级,5.22%,4.16%,-5.05%,-6.13%,--,-17.30%
001194,景顺长城稳健回报混合A,0.09%,1.29%,2.23%,2.32%,--,10.20%
001195,工银农业产业股票,3.14%,7.07%,1.55%,-3.59%,--,-40.90%
001196,东方鼎新灵活配置混合A,0.02%,7.82%,4.00%,4.57%,--,11.34%
001198,东方惠新灵活配置混合A,0.19%,5.04%,4.84%,3.79%,--,12.68%
001197,长盛转型升级主题灵活配置混合,1.34%,8.07%,4.67%,2.34%,--,-17.00%
001200,创金合信聚利债券C,-0.65%,4.82%,0.76%,-1.39%,--,6.60%
001199,创金合信聚利债券A,-0.55%,5.06%,1.03%,-0.64%,--,7.90%
001201,申万菱信安鑫回报混合A,-0.44%,2.94%,4.19%,3.61%,--,11.90%
001202,东方红领先精选混合,1.51%,6.71%,6.02%,4.85%,--,14.50%
001204,东方红稳健精选混合C,1.00%,6.70%,7.56%,6.42%,--,21.00%
001205,建信稳健回报灵活配置混合,0.48%,2.43%,2.22%,2.97%,--,12.14%
001203,东方红稳健精选混合A,1.02%,6.76%,7.83%,6.95%,--,18.50%
001206,广发聚惠混合A,0.09%,2.26%,2.36%,2.91%,--,13.00%
001208,诺安低碳经济股票,2.65%,9.68%,12.47%,16.71%,--,-7.10%
001207,广发聚惠混合C,0.09%,2.24%,2.24%,2.60%,--,14.30%
001209,前海开源一带一路混合A,0.32%,7.20%,-8.80%,-9.75%,--,-4.70%
001210,天弘互联网混合,-0.86%,5.50%,4.16%,2.17%,--,-37.45%
001212,华润元大稳健债券A,0.10%,1.70%,2.21%,-0.20%,--,2.64%
001211,中欧滚钱宝货币A,0.34%,1.00%,1.89%,3.52%,--,7.56%
001213,华润元大稳健债券C,0.00%,1.61%,1.92%,-0.69%,--,1.78%
001214,华泰柏瑞中证500ETF联接,1.86%,8.34%,-1.11%,1.12%,--,-35.94%
001215,博时沪港深优质企业基金A,1.41%,4.78%,4.37%,9.74%,--,-21.10%
001216,易方达新收益混合A,0.08%,4.27%,5.37%,6.41%,--,19.60%
001217,易方达新收益混合C,0.08%,4.23%,5.35%,6.20%,--,18.20%
001218,国投瑞银精选收益混合,-1.99%,2.38%,-2.82%,-6.52%,--,-31.20%
001219,上投摩根动态多因子混合,0.52%,2.64%,-12.19%,-13.46%,--,-22.20%
001220,民生加银研究精选混合,0.12%,5.55%,-2.27%,-0.61%,--,-18.20%
001221,国联安鑫富混合A,0.85%,0.45%,-0.50%,-1.24%,--,6.07%
001222,鹏华外延成长混合,1.11%,8.43%,13.98%,18.11%,--,-8.70%
001223,鹏华文化传媒娱乐股票,3.92%,0.19%,-4.17%,-7.76%,--,3.40%
001225,中邮趋势精选灵活配置混合,-0.16%,-0.16%,-11.53%,-13.89%,--,-38.60%
001224,中邮新思路灵活配置混合,-3.08%,1.51%,-4.73%,-5.89%,--,0.70%
001227,中邮信息产业灵活配置混合,2.50%,-4.80%,-13.25%,-23.39%,--,-34.50%
001226,中邮稳健添利灵活配置混合,-0.08%,3.51%,3.69%,3.60%,--,20.80%
001228,国联安鑫享灵活配置混合A,1.00%,7.54%,8.57%,10.25%,--,13.56%
001229,德邦福鑫灵活配置混合A,-0.11%,2.52%,3.81%,5.58%,--,11.50%
001231,银华泰利灵活配置混合A,0.00%,3.62%,3.05%,2.29%,--,11.50%
001230,鹏华医药科技,1.78%,-1.15%,-0.58%,-1.90%,--,-48.50%
001233,嘉合货币B,0.35%,1.20%,2.28%,4.65%,--,9.07%
001234,国金众赢货币,0.36%,1.08%,2.06%,3.62%,--,7.90%
001235,中银国有企业债,-0.10%,1.71%,1.20%,-0.20%,--,4.59%
001236,博时丝路主题股票A,1.89%,10.84%,-3.69%,1.00%,--,-19.20%
001237,博时上证50ETF联接,0.17%,12.13%,12.74%,19.97%,--,-8.97%
001239,长盛国企改革混合,-2.80%,3.67%,-6.03%,-3.83%,--,-54.80%
001240,民生加银现金增利货币D,0.31%,0.97%,1.84%,3.24%,--,7.27%
001241,国寿安保中证500ETF联,1.77%,8.34%,-1.68%,-1.14%,--,-40.93%
001232,嘉合货币A,0.33%,1.14%,2.16%,4.40%,--,8.45%
001243,博时中证淘金大数据100I,0.48%,12.04%,0.68%,7.46%,--,-7.12%
001244,华泰柏瑞量化智慧混合,1.56%,14.49%,11.46%,19.62%,--,21.44%
001245,工银生态环境股票,2.26%,-0.12%,-9.47%,-9.26%,--,-18.70%
001246,兴银长乐定开债,0.50%,2.50%,2.19%,1.50%,--,11.73%
001247,华泰柏瑞新利混合A,-0.44%,4.53%,3.84%,5.38%,--,9.82%
001249,易方达新利灵活配置混合,0.27%,4.41%,6.01%,7.54%,--,11.20%
001250,天弘新活力混合,-0.03%,1.87%,3.57%,3.13%,--,10.30%
001251,天弘现金管家货币D,0.30%,0.93%,1.80%,3.13%,--,6.34%
001252,中海进取收益混合,-0.85%,1.84%,0.19%,1.45%,--,4.90%
001253,建信回报灵活配置混合,0.18%,2.77%,3.62%,4.50%,--,11.50%
001254,泰达宏利新起点混合A,-0.18%,3.87%,4.45%,7.34%,--,12.60%
001255,长城改革红利混合,2.92%,5.42%,-5.38%,-6.69%,--,-26.10%
001256,泓德优选成长混合,2.20%,6.37%,3.09%,7.35%,--,17.33%
001257,兴业收益增强债券A,0.88%,2.51%,2.97%,4.48%,--,14.30%
001258,兴业收益增强债券C,0.89%,2.45%,2.72%,4.05%,--,13.10%
001259,德邦鑫星稳健灵活配置混合,1.00%,5.53%,6.82%,-1.24%,--,-1.75%
001260,广发安心混合,1.00%,4.41%,5.40%,5.00%,--,11.20%
001261,中融新机遇混合,0.40%,0.91%,-0.89%,0.50%,--,-0.10%
001262,大成景明灵活配置混合A,0.10%,0.87%,1.55%,4.38%,--,4.90%
001242,博时中证淘金大数据100A,0.47%,12.04%,0.67%,7.45%,--,-7.15%
001263,大成景穗灵活配置混合A,-0.36%,6.30%,6.82%,5.99%,--,9.70%
001264,银华恒利灵活配置混合A,-0.10%,3.32%,2.81%,2.50%,--,8.78%
001265,国泰兴益灵活配置混合A,0.71%,5.03%,5.43%,6.52%,--,12.70%
001266,国投瑞银招财混合,0.40%,-0.40%,0.28%,1.75%,--,3.89%
001267,泰达宏利蓝筹混合,-0.96%,9.51%,8.93%,11.47%,--,-37.80%
001268,富国国家安全主题混合,5.43%,3.26%,-7.38%,-15.33%,--,-39.80%
001271,英大灵活配置混合型发起式B,-0.94%,3.17%,3.89%,5.76%,--,10.32%
001270,英大灵活配置混合型发起式A,-0.91%,3.30%,4.14%,6.29%,--,11.44%
001272,兴业聚利灵活配置混合,0.26%,3.38%,2.00%,4.94%,--,53.00%
001274,民生加银新动力混合D,0.00%,0.00%,0.00%,0.00%,--,0.00%
001275,中邮创新优势灵活配置混合,-1.44%,-0.36%,-21.15%,-30.09%,--,-18.00%
001276,建信新经济灵活配置混合,-3.09%,-1.13%,0.00%,1.55%,--,-21.50%
001277,博时国企改革股票,-0.24%,10.34%,-0.60%,4.52%,--,-16.80%
001278,前海开源清洁能源混合A,-0.37%,3.86%,3.26%,9.07%,--,18.56%
001279,中海积极增利混合,7.24%,11.88%,10.11%,0.00%,--,-9.60%
001280,银华聚利灵活配置混合A,0.00%,3.74%,3.65%,3.65%,--,19.30%
001281,长安鑫利优选混合A,1.37%,10.53%,22.60%,28.95%,--,39.52%
001273,民生加银新动力混合A,0.27%,2.24%,2.53%,4.48%,--,9.50%
001283,红塔红土盛金新动力混合A,0.42%,7.45%,7.55%,8.37%,--,15.99%
001284,红塔红土盛金新动力混合C,0.39%,7.38%,7.41%,8.26%,--,7.99%
001285,易方达新鑫混合I,0.09%,3.08%,6.62%,10.31%,--,14.94%
001286,易方达新鑫混合E,0.09%,3.02%,6.48%,10.18%,--,14.04%
001282,华安新机遇保本混合,2.20%,0.29%,1.49%,0.49%,0.49%,--
001287,安信优势增长混合A,4.77%,16.71%,12.88%,18.48%,--,28.43%
001289,银华汇利灵活配置混合A,0.00%,2.60%,2.92%,2.60%,--,30.30%
001290,广发安泰混合,1.01%,3.19%,3.58%,3.39%,--,9.90%
001294,新华战略新兴产业灵活配置混,3.30%,5.30%,-5.68%,-7.71%,--,-18.60%
001291,大摩量化多策略股票,-0.21%,3.68%,-10.84%,-7.84%,--,-7.10%
001296,长城转型成长灵活配置混合,0.29%,2.40%,--,--,--,2.50%
001295,大成景源灵活配置混合A,-0.18%,1.44%,2.08%,2.55%,--,12.70%
001298,金鹰民族新兴混合,1.17%,5.80%,0.19%,3.59%,--,3.90%
001299,兴业添利债券,0.00%,2.01%,1.29%,0.51%,--,9.55%
001297,平安大华智慧中国混合,-3.21%,4.63%,-3.90%,-8.60%,--,-45.80%
001301,大成睿景灵活配置混合C,1.80%,8.70%,4.24%,-3.41%,--,-26.30%
001302,前海开源金银珠宝混合A,1.58%,14.60%,-8.78%,-15.30%,--,9.10%
001303,银华稳利灵活配置混合A,1.26%,8.47%,9.31%,8.37%,--,12.70%
001304,建信鑫安回报灵活配置混合,0.58%,2.63%,2.52%,3.65%,--,12.36%
001305,九泰天富改革混合,1.60%,18.47%,3.25%,-2.78%,--,-30.10%
001306,中欧永裕混合A,1.23%,7.09%,3.07%,0.22%,--,-9.40%
001307,中欧永裕混合C,1.14%,6.85%,2.66%,-0.56%,--,-11.10%
001308,博时外服货币,0.36%,1.11%,2.15%,3.65%,--,7.36%
001300,大成睿景灵活配置混合A,2.04%,8.99%,4.74%,-2.59%,--,-24.80%
001309,东方红睿逸定期开放混合,1.00%,5.97%,9.33%,10.13%,--,20.70%
001310,华泰柏瑞行业竞争优势混合,0.54%,9.19%,10.19%,--,--,15.09%
001311,华安新回报灵活配置混合,0.18%,2.81%,3.19%,3.78%,--,9.90%
001313,上投摩根智慧互联股票,1.20%,14.11%,14.80%,5.41%,--,-24.00%
001312,华安新优选灵活配置混合A,1.25%,2.84%,2.04%,3.04%,--,5.10%
001315,易方达新益混合E,-0.12%,5.10%,5.87%,7.85%,--,73.10%
001314,易方达新益混合I,-0.08%,5.28%,6.05%,7.90%,--,29.70%
001318,东方新策略灵活配置混合A,0.26%,3.94%,1.81%,0.62%,--,6.77%
001316,安信稳健增值混合A,-0.01%,2.63%,3.92%,5.77%,--,14.76%
001319,农银信息传媒股票,-1.25%,4.60%,3.15%,-2.85%,--,-24.06%
001320,工银丰盈回报灵活配置混合,-0.18%,5.78%,3.45%,2.96%,--,8.00%
001322,东吴新趋势,-0.29%,1.64%,-9.56%,-15.93%,--,-31.90%
001323,东吴移动互联A,0.55%,5.03%,6.85%,11.48%,--,10.70%
001324,华宝新价值混合,0.42%,1.76%,3.26%,4.56%,--,9.73%
001325,鹏华弘和混合A,0.47%,3.34%,3.84%,3.06%,--,8.74%
001326,鹏华弘和混合C,0.46%,3.32%,3.14%,2.20%,--,7.13%
001321,兴业聚优灵活配置混合,3.30%,7.58%,3.57%,6.36%,--,22.00%
001327,鹏华弘华混合A,0.98%,5.12%,4.14%,3.27%,--,12.68%
001328,鹏华弘华混合C,1.18%,5.34%,4.26%,3.23%,--,-4.07%
001329,鹏华弘实混合A,0.08%,2.30%,1.56%,0.64%,--,9.19%
001330,鹏华弘实混合C,0.08%,2.29%,1.52%,0.46%,--,16.49%
001331,鹏华弘信混合A,0.47%,3.15%,3.33%,2.73%,--,19.73%
001332,鹏华弘信混合C,0.47%,3.10%,3.19%,2.06%,--,7.94%
001333,大成景鹏灵活配置混合A,-0.17%,3.36%,3.82%,9.55%,--,17.00%
001334,南方利鑫A,0.00%,2.13%,2.70%,4.25%,--,10.30%
001336,鹏华弘益混合A,0.04%,2.58%,2.61%,2.87%,--,8.35%
001335,南方利众A,0.88%,2.04%,0.88%,2.86%,--,15.10%
001337,鹏华弘益混合C,0.04%,2.57%,2.51%,2.61%,--,6.89%
001338,安信稳健增值混合C,-0.06%,2.15%,3.08%,4.52%,--,16.85%
001339,兴银鼎新灵活配置混合,0.00%,6.03%,1.87%,5.49%,--,9.33%
001340,华泰柏瑞惠利灵活混合A,0.32%,0.21%,-5.54%,-10.41%,--,-6.20%
001341,华泰柏瑞惠利灵活混合C,0.34%,0.22%,-5.58%,-10.66%,--,-10.30%
001342,易方达新享混合A,0.20%,3.79%,6.09%,8.42%,--,53.30%
001343,易方达新享混合C,0.18%,3.71%,5.97%,8.12%,--,11.90%
001345,富国新收益灵活配置混合A,0.00%,2.78%,3.84%,6.64%,--,10.80%
001347,富国新收益灵活配置混合C,0.00%,2.63%,3.63%,6.17%,--,17.10%
001348,大摩新机遇混合,0.99%,7.29%,4.29%,5.97%,--,11.90%
001349,富国改革动力混合,1.64%,-0.58%,-7.61%,-10.88%,--,-32.00%
001351,诺安中证500ETF联接,1.44%,7.00%,-3.00%,-3.14%,--,-14.28%
001352,民生加银新战略混合,0.00%,2.93%,4.11%,5.32%,--,8.80%
001355,广发聚泰混合A,1.00%,4.04%,5.77%,8.01%,--,27.66%
001357,泓德泓富混合A,0.85%,4.22%,4.66%,5.07%,--,18.10%
001358,宝盈祥泰养老混合,0.19%,1.54%,0.96%,-0.09%,--,5.30%
001356,广发聚泰混合C,1.02%,3.34%,4.84%,6.80%,--,8.19%
001361,景顺中证TMT150ETF,5.14%,7.43%,1.54%,-4.97%,--,-40.70%
001362,景顺长城领先回报混合A,0.00%,3.88%,4.92%,7.97%,--,15.10%
001363,长城久惠保本,1.10%,0.20%,1.10%,0.50%,-0.49%,--
001364,大成景润灵活配置混合,-2.18%,4.35%,2.69%,--,--,3.20%
001365,大成正向回报灵活配置混合,-0.70%,4.25%,5.79%,6.75%,--,-28.80%
001366,金鹰产业整合混合,3.25%,7.06%,-7.92%,-13.08%,--,-30.20%
001367,德邦新添利债券A,-0.14%,2.52%,3.53%,3.99%,--,17.25%
001368,兴业稳固收益一年理财债券,0.30%,0.89%,1.79%,2.91%,--,2.91%
001369,兴业稳固收益两年理财债券,0.30%,0.80%,1.50%,2.92%,--,5.81%
001370,中银新趋势混合,0.09%,2.98%,4.49%,2.88%,--,7.00%
001371,富国沪港深价值混合,2.83%,11.82%,19.38%,28.67%,--,30.60%
001373,易方达新丝路灵活配置混合,0.94%,6.06%,8.20%,4.88%,--,-24.80%
001359,国联安添鑫灵活配置混合A,-2.17%,12.34%,4.69%,4.60%,--,9.30%
001375,金元顺安保本混合C,8.05%,0.71%,1.62%,5.62%,5.03%,--
001376,泓德泓富混合C,0.80%,4.07%,4.40%,4.60%,--,17.26%
001377,中融新产业灵活配置混合A,0.10%,--,--,--,--,0.10%
001378,中融新产业灵活配置混合C,-1.10%,--,--,--,--,-1.10%
001379,景顺长城领先回报混合C,0.00%,3.81%,4.81%,7.83%,--,30.80%
001380,鹏华弘盛混合C,-0.37%,2.59%,2.55%,3.59%,--,55.93%
001381,鹏华弘泽混合C,0.06%,2.23%,2.40%,3.47%,--,9.77%
001382,易方达国企改革混合,--,--,--,--,--,0.00%
001384,东方新思路混合A,-1.53%,6.24%,7.44%,-0.12%,--,-14.64%
001385,东方新思路混合C,-1.57%,6.12%,7.22%,-0.52%,--,-15.39%
001374,华夏现金增利货币B,0.36%,1.08%,1.86%,3.09%,--,7.26%
001386,天弘弘运宝货币A,0.23%,0.94%,1.54%,2.71%,--,4.82%
001387,中融新经济混合A,0.74%,2.12%,124.18%,119.49%,--,120.37%
001388,中融新经济混合C,0.18%,0.81%,13.67%,11.29%,--,11.40%
001389,中融新优势混合A,0.44%,3.86%,4.73%,6.01%,--,12.90%
001391,天弘弘运宝货币B,0.22%,0.88%,1.42%,2.45%,--,4.31%
001390,中融新优势混合C,0.37%,3.83%,4.23%,5.14%,--,8.40%
001392,国富金融地产混合A,-1.31%,8.77%,11.17%,12.14%,--,15.62%
001393,国富金融地产混合C,-1.34%,8.68%,11.23%,11.88%,--,14.01%
001395,博时新趋势混合C,3.70%,7.19%,0.49%,4.12%,--,6.94%
001394,博时新趋势混合A,1.88%,10.35%,0.84%,4.30%,--,8.25%
001396,建信互联网+产业升级股票,2.10%,7.03%,4.28%,-4.57%,--,-26.90%
001397,建信精工制造指数增强,0.04%,9.75%,3.23%,13.59%,--,15.68%
001398,华泰柏瑞健康生活混合,5.07%,8.64%,8.79%,4.35%,--,-23.30%
001399,安信鑫安得利混合A,0.00%,2.61%,3.10%,3.05%,--,13.87%
001400,安信鑫安得利混合C,-0.02%,2.57%,2.99%,2.83%,--,12.70%
001401,德邦如意货币,0.32%,1.00%,1.93%,3.27%,--,4.48%
001402,信诚新选混合A,0.74%,2.92%,2.63%,4.30%,--,9.20%
001404,招商移动互联网产业股票基金,-1.08%,6.88%,-3.69%,-13.20%,--,-27.00%
001403,招商国企改革主题混合基金,-0.97%,8.53%,-0.65%,-2.76%,--,-8.40%
001405,东方红策略精选混合A,0.28%,3.41%,3.80%,4.11%,--,11.81%
001407,景顺长城稳健回报混合C,0.00%,1.12%,1.97%,1.68%,--,6.67%
001406,东方红策略精选混合C,0.24%,3.27%,3.54%,3.53%,--,6.12%
001409,工银互联网加股票,-1.01%,-2.48%,-10.25%,-25.94%,--,-60.60%
001408,建信鑫丰回报灵活配置混合A,-0.45%,2.33%,2.04%,1.74%,--,7.29%
001410,信达澳银新能源产业股票,4.19%,20.80%,26.38%,30.04%,--,39.40%
001411,诺安创新驱动混合A,0.00%,1.50%,0.80%,1.96%,--,5.64%
001413,中融新动力混合A,0.36%,3.57%,4.46%,4.76%,--,10.10%
001412,德邦鑫星价值灵活配置混合A,0.04%,2.27%,4.28%,6.09%,--,8.84%
001414,中融新动力混合C,0.28%,3.47%,4.27%,4.17%,--,7.40%
001415,信诚新锐混合A,-0.11%,0.11%,-0.32%,-0.96%,--,-7.00%
001416,嘉实事件驱动股票,-0.37%,4.62%,-2.04%,-3.21%,--,-18.50%
001417,汇添富医疗服务混合,1.09%,2.96%,2.58%,-4.02%,--,-16.50%
001418,泰达宏利创益混合A,0.45%,4.13%,4.92%,6.02%,--,10.90%
001419,泰达宏利新思路混合A,0.47%,3.48%,4.59%,6.32%,--,11.32%
001420,南方大数据300A,-1.56%,8.24%,7.29%,14.11%,--,10.70%
001421,南方量化成长,2.46%,4.11%,-11.80%,-6.27%,--,16.60%
001422,景顺长城安享回报混合A,-0.09%,2.04%,2.90%,4.07%,--,10.00%
001423,景顺长城安享回报混合C,-0.09%,1.97%,2.74%,3.82%,--,8.80%
001425,博时新起点混合C,-1.49%,5.23%,6.96%,10.42%,--,10.34%
001424,博时新起点混合A,-1.47%,5.26%,7.03%,10.62%,--,11.63%
001426,南方大数据300C,-1.59%,8.15%,7.12%,13.76%,--,9.99%
001427,招商丰泽混合A,0.09%,3.06%,4.85%,4.85%,--,14.50%
001428,工银保本混合B,3.77%,-0.09%,-0.62%,2.55%,3.39%,--
001429,博时新财富混合A,-0.88%,-0.13%,-0.26%,1.11%,--,9.20%
001431,方正富邦优选灵活配置混合A,1.81%,9.63%,11.03%,15.46%,--,-4.40%
001433,易方达瑞景混合,0.00%,5.14%,8.18%,8.18%,--,8.50%
001437,易方达瑞享混合I,-0.30%,4.72%,-4.45%,3.91%,--,33.00%
001438,易方达瑞享混合E,-0.36%,4.69%,-4.54%,3.70%,--,9.40%
001430,中邮乐享收益灵活配置混合,0.17%,2.59%,4.07%,7.68%,--,15.00%
001444,易方达瑞选灵活配置混合E,-0.09%,3.68%,4.77%,5.98%,--,9.80%
001445,华安国企改革主题灵活配置混,4.66%,11.27%,4.48%,8.59%,--,21.40%
001446,招商丰泽混合C,0.00%,2.97%,4.57%,4.38%,--,14.40%
001447,天弘惠利混合,0.46%,2.84%,5.49%,5.68%,--,13.64%
001448,华商双翼平衡混合,-0.89%,1.82%,-2.36%,-0.98%,--,11.60%
001449,华商双驱优选混合,-1.35%,-1.25%,-4.93%,1.35%,--,21.22%
001450,东方稳定增利债券A,0.14%,2.05%,-0.35%,1.13%,--,7.20%
001451,东方稳定增利债券C,0.11%,1.95%,-0.55%,0.71%,--,6.39%
001453,鹏华弘鑫混合A,-0.16%,3.54%,2.87%,2.54%,--,7.97%
001454,鹏华弘鑫混合C,-0.21%,3.48%,2.75%,2.23%,--,6.87%
001455,景顺长城中证500ETF联接,1.75%,8.66%,-2.39%,-2.74%,--,-18.40%
001456,华泰柏瑞制造2025混合A,1.83%,11.86%,9.53%,6.95%,--,0.00%
001457,华商新常态混合,-2.69%,-4.81%,-12.70%,-15.02%,--,5.66%
001458,广发中证全指主要消费联接A,2.10%,8.53%,4.30%,9.56%,--,19.82%
001459,广发中证全指原材料联接A,2.83%,16.32%,2.89%,10.44%,--,14.92%
001460,广发中证全指能源ETF联接A,-0.57%,9.00%,0.67%,11.07%,--,-12.58%
001463,光大一带一路混合,1.14%,3.63%,0.00%,5.60%,--,-11.40%
001464,光大鼎鑫混合A,1.12%,5.68%,4.65%,4.35%,--,8.00%
001466,华富永鑫灵活配置混合A,0.53%,3.29%,4.44%,7.32%,--,12.90%
001467,华富永鑫灵活配置混合C,0.36%,3.08%,4.15%,6.97%,--,10.50%
001468,广发改革混合,0.95%,3.03%,-3.11%,-12.43%,--,-25.30%
001469,广发中证全指金融地产联接A,-0.76%,12.20%,9.94%,13.89%,--,0.83%
001470,融通通鑫灵活配置混合,0.20%,2.11%,1.80%,2.39%,--,5.06%
001471,融通新能源灵活配置混合,3.36%,0.44%,1.79%,6.96%,--,13.70%
001473,建信大安全战略精选股票,2.84%,8.51%,7.06%,13.78%,--,28.47%
001474,兴银丰盈灵活配置,-0.16%,5.72%,5.45%,7.09%,--,23.90%
001475,易方达国防军工混合,2.45%,7.21%,0.80%,-2.88%,--,-12.30%
001476,中银智能制造股票,-0.38%,6.42%,3.73%,1.96%,--,-22.10%
001477,泰康薪意保货币A,0.34%,1.03%,1.98%,3.31%,--,6.67%
001478,泰康薪意保货币B,0.36%,1.09%,2.10%,3.55%,--,7.23%
001479,中邮风格轮动灵活配置混合,-2.92%,5.29%,2.79%,-7.54%,--,11.32%
001480,财通成长优选混合,1.48%,4.33%,6.83%,-0.11%,--,-10.90%
001481,华宝兴业标普油气上游股票美元,-6.06%,-15.17%,-22.58%,-20.51%,--,-38.00%
001482,上投摩根新兴服务股票,-0.66%,9.10%,14.18%,10.59%,--,5.50%
001483,天弘喜利灵活配置混合,0.20%,1.29%,2.35%,--,--,4.01%
001484,天弘新价值混合,-1.89%,1.44%,1.39%,2.82%,--,10.35%
001485,华安添颐养老混合,0.00%,2.80%,2.21%,1.43%,--,6.40%
001487,宝盈优势产业混合,-2.34%,6.84%,11.11%,1.63%,--,13.95%
001488,万家瑞丰灵活配置混合A,0.72%,4.62%,4.48%,5.86%,--,13.83%
001489,万家瑞丰灵活配置混合C,0.70%,4.25%,4.04%,5.21%,--,10.38%
001490,汇添富国企创新股票,1.50%,10.31%,7.29%,5.29%,--,1.60%
001491,国泰生益灵活配置混合A,1.58%,7.67%,4.38%,16.80%,--,19.37%
001492,鹏华弘锐混合A,0.97%,3.59%,3.44%,2.97%,--,8.37%
001493,鹏华弘锐混合C,0.97%,3.49%,3.26%,2.63%,--,85.41%
001494,信诚新鑫混合A,-0.07%,3.19%,2.34%,2.90%,--,48.80%
001495,东方新价值混合A,0.20%,4.37%,3.28%,2.02%,--,12.97%
001496,工银聚焦30股票,1.46%,-1.42%,-13.61%,-16.72%,--,-23.80%
001497,大成月添利债券E,0.36%,1.04%,1.87%,3.36%,--,7.24%
001498,建信鑫荣回报灵活配置混合,0.67%,6.53%,7.28%,--,--,7.83%
001499,国投瑞银新增长混合,0.46%,2.71%,3.28%,5.35%,--,12.82%
001500,泓德远见回报混合,2.91%,3.11%,-0.43%,0.72%,--,21.37%
001501,招商丰裕混合A,2.26%,4.11%,3.03%,2.54%,--,8.80%
001502,招商丰裕混合C,0.85%,2.59%,1.42%,0.75%,--,6.90%
001503,南方利鑫C,0.00%,2.13%,2.70%,4.25%,--,9.53%
001504,南方利淘C,-0.18%,1.83%,2.78%,4.82%,--,10.12%
001505,南方利众C,0.88%,1.96%,0.70%,2.50%,--,14.26%
001506,景顺长城泰和回报混合A,-0.18%,1.87%,3.03%,4.11%,--,8.80%
001507,景顺长城泰和回报混合C,-0.18%,1.78%,3.04%,3.93%,--,7.11%
001508,富国新动力灵活配置混合A,-0.25%,1.72%,3.94%,5.89%,--,18.60%
001510,富国新动力灵活配置混合C,-0.25%,1.64%,3.79%,5.65%,--,17.90%
001511,兴全新视野定开混合,0.35%,6.11%,3.80%,7.50%,--,14.70%
001512,易方达中债3-5年期国债指,0.00%,0.57%,-0.65%,-1.11%,--,6.50%
001513,易方达信息产业混合,3.00%,6.09%,12.05%,--,--,9.70%
001515,平安大华新鑫先锋C,-1.41%,6.57%,3.42%,-6.82%,--,-36.83%
001516,大成月月盈短期理财债券E,0.39%,1.12%,2.11%,3.64%,--,7.86%
001517,大成景裕灵活配置混合A,-0.27%,1.29%,1.95%,1.95%,--,9.70%
001518,万家瑞兴,-2.93%,7.52%,1.88%,8.23%,--,94.60%
001521,国寿安保成长优选股票,0.18%,7.84%,9.03%,16.74%,--,18.84%
001522,博时新策略灵活配置混合A,0.19%,1.60%,2.45%,2.67%,--,8.07%
001523,博时新策略灵活配置混合C,-0.19%,1.98%,--,--,--,2.80%
001524,华泰柏瑞精选回报混合,0.32%,4.77%,4.30%,5.71%,--,7.23%
001526,鑫元安鑫宝货币A,0.35%,1.08%,1.40%,1.40%,--,1.40%
001527,鑫元安鑫宝货币B,0.33%,1.02%,1.92%,3.32%,--,6.33%
001528,诺安先进制造股票,0.88%,5.40%,7.28%,15.69%,--,26.80%
001529,天弘云商宝,0.35%,1.04%,2.02%,3.52%,--,6.09%
001530,万家瑞富灵活配置混合,0.53%,1.91%,2.07%,--,--,3.55%
001531,招商安益保本混合,8.40%,0.56%,1.88%,1.78%,1.50%,--
001532,华安文体健康混合,1.59%,--,--,--,--,2.10%
001533,华泰柏瑞爱利混合,-0.11%,4.64%,5.73%,--,--,8.27%
001534,华宝万物互联混合,1.54%,7.05%,3.13%,-3.54%,--,-21.00%
001535,景顺长城改革机遇灵活配置混合,-0.28%,0.65%,2.76%,9.63%,--,8.10%
001536,南方君选,0.45%,4.52%,6.11%,11.38%,--,16.06%
001537,中加改革红利混合,-0.11%,2.22%,1.63%,3.52%,--,11.68%
001538,上投摩根科技前沿灵活配置混,-0.39%,5.52%,11.32%,5.74%,--,1.30%
